Class,Object,Vertex Count
RectangleTable,m883.obj,96
RectangleTable,m886.obj,996
RectangleTable,m887.obj,340
RectangleTable,m888.obj,36
RectangleTable,m889.obj,511
RectangleTable,m890.obj,508
RectangleTable,m891.obj,190
RectangleTable,m892.obj,174
RectangleTable,m893.obj,184
RectangleTable,m894.obj,80
RectangleTable,m895.obj,80
RectangleTable,m896.obj,144
RectangleTable,m897.obj,128
RectangleTable,m898.obj,288
RectangleTable,m901.obj,190
RectangleTable,m902.obj,198
RectangleTable,m904.obj,128
RectangleTable,m905.obj,48
RectangleTable,m906.obj,178
RectangleTable,m907.obj,158
RectangleTable,m908.obj,288
RectangleTable,m910.obj,352
RectangleTable,m912.obj,36
RectangleTable,m913.obj,104
RectangleTable,m914.obj,576
RectangleTable,m915.obj,40
RectangleTable,m917.obj,96
RectangleTable,m919.obj,78
RectangleTable,m920.obj,426
Rocket,D00015.obj,88
Rocket,D00343.obj,1053
Rocket,D00346.obj,1508
Rocket,D00354.obj,3242
Rocket,D00426.obj,36
Rocket,D00428.obj,1175
Rocket,D00433.obj,170
Rocket,D00437.obj,1810
Rocket,D00472.obj,93
Rocket,D00485.obj,2101
Rocket,D00528.obj,204
Rocket,D00564.obj,73398
Rocket,D00585.obj,1014
Rocket,D00614.obj,161
Rocket,D00697.obj,217
Rocket,D00719.obj,7915
Rocket,D00764.obj,250
Rocket,D00851.obj,1175
Rocket,D00942.obj,186
Rocket,D00975.obj,46038
RoundTable,D00083.obj,1072
RoundTable,D00094.obj,12414
RoundTable,D00107.obj,356
RoundTable,D00194.obj,371
RoundTable,D00344.obj,136
RoundTable,D00401.obj,355
RoundTable,D00407.obj,215
RoundTable,D00492.obj,13002
RoundTable,D00501.obj,744
RoundTable,D00503.obj,1706
RoundTable,D00524.obj,1141
RoundTable,D00581.obj,4126
RoundTable,D00646.obj,1921
RoundTable,D00649.obj,2136
RoundTable,D00702.obj,6647
RoundTable,D00756.obj,837
RoundTable,D00827.obj,1732
RoundTable,D00866.obj,288
RoundTable,D00909.obj,1238
RoundTable,D00948.obj,1740
RoundTable,m921.obj,1921
RoundTable,m922.obj,54
RoundTable,m923.obj,201
RoundTable,m924.obj,215
RoundTable,m925.obj,216
RoundTable,m926.obj,218
RoundTable,m927.obj,201
RoundTable,m928.obj,463
RoundTable,m929.obj,444
RoundTable,m930.obj,501
RoundTable,m931.obj,54
RoundTable,m932.obj,10889
RoundTable,m933.obj,55
RoundTable,m934.obj,148
RoundTable,m935.obj,128
RoundTable,m937.obj,72
RoundTable,m938.obj,422
Shelf,D00057.obj,9850
Shelf,D00074.obj,1903
Shelf,D00129.obj,1207
Shelf,D00171.obj,1505
Shelf,D00198.obj,2064
Shelf,D00242.obj,1874
Shelf,D00337.obj,1628
Shelf,D00352.obj,129
Shelf,D00468.obj,960
Shelf,D00592.obj,74
Shelf,D00631.obj,6295
Shelf,D00691.obj,5210
Shelf,D00725.obj,5831
Shelf,D00772.obj,202
Shelf,D00781.obj,4773
Shelf,D00818.obj,1872
Shelf,D00881.obj,249
Shelf,D00887.obj,261
Shelf,D00917.obj,2452
Shelf,D00956.obj,122
Shelf,m844.obj,200
Shelf,m845.obj,60
Shelf,m846.obj,1101
Shelf,m847.obj,158
Shelf,m849.obj,128
Shelf,m850.obj,184
Shelf,m851.obj,68
Shelf,m852.obj,104
Shelf,m853.obj,100
Shelf,m854.obj,96
Shelf,m855.obj,46
Shelf,m856.obj,64
Shelf,m857.obj,112
Shelf,m858.obj,48
Shelf,m859.obj,2556
Shelf,m860.obj,56
Shelf,m861.obj,150
Shelf,m862.obj,544
Shelf,m863.obj,289
Shelf,m864.obj,323
Shelf,m865.obj,255
Shelf,m866.obj,221
Shelf,m868.obj,112
Ship,D00027.obj,4202
Ship,D00042.obj,2275
Ship,D00099.obj,374
Ship,D00175.obj,13725
Ship,D00247.obj,6122
Ship,D00258.obj,9284
Ship,D00292.obj,4340
Ship,D00429.obj,19361
Ship,D00467.obj,5062
Ship,D00539.obj,23858
Ship,D00543.obj,7537
Ship,D00647.obj,1713
Ship,D00771.obj,33376
Ship,D00791.obj,4200
Ship,D00809.obj,40714
Ship,D00837.obj,6122
Ship,D00896.obj,4991
Ship,D00907.obj,21442
Ship,D00935.obj,124
Ship,D00949.obj,2547
Ship,m1427.obj,757
Ship,m1428.obj,817
Ship,m1429.obj,749
Ship,m1430.obj,774
Ship,m1431.obj,674
Ship,m1432.obj,573
Ship,m1433.obj,926
Ship,m1434.obj,600
Ship,m1435.obj,4241
Ship,m1436.obj,1704
Ship,m1437.obj,658
Ship,m1438.obj,1309
Ship,m1439.obj,428
Ship,m1440.obj,4230
Ship,m1441.obj,3153
Ship,m1442.obj,6859
Ship,m1444.obj,6251
Ship,m1446.obj,6122
Ship,m1447.obj,3189
Ship,m1448.obj,182
Ship,m1449.obj,330
Ship,m1450.obj,98
Ship,m1451.obj,775
Ship,m1452.obj,776
Ship,m1453.obj,7994
Ship,m1454.obj,325
Ship,m1455.obj,314
Ship,m1456.obj,497
Ship,m1457.obj,2333
Ship,m1458.obj,2509
Ship,m1459.obj,331
Ship,m1460.obj,4892
Ship,m1461.obj,12526
Ship,m1462.obj,4916
Ship,m1463.obj,629
Ship,m1464.obj,2873
Ship,m1465.obj,6923
Ship,m1466.obj,9736
Ship,m1467.obj,574
Ship,m1468.obj,467
Ship,m1469.obj,1724
Ship,m1470.obj,145
Ship,m1471.obj,2511
Sign,m1670.obj,221
Sign,m1671.obj,119
Sign,m1672.obj,231
Sign,m1673.obj,80
Sign,m1674.obj,50
Sign,m1675.obj,40
Sign,m1676.obj,4031
Sign,m1678.obj,642
Sign,m1679.obj,417
Sign,m1680.obj,360
Sign,m1681.obj,6540
Sign,m1682.obj,4492
Sign,m1683.obj,3000
Sign,m1684.obj,44
Sign,m1685.obj,760
Skyscraper,D00006.obj,48737
Skyscraper,D00058.obj,73697
Skyscraper,D00059.obj,12771
Skyscraper,D00105.obj,8334
Skyscraper,D00125.obj,18704
Skyscraper,D00126.obj,39975
Skyscraper,D00130.obj,1036
Skyscraper,D00259.obj,50449
Skyscraper,D00300.obj,6372
Skyscraper,D00520.obj,51730
Skyscraper,D00532.obj,19283
Skyscraper,D00584.obj,28864
Skyscraper,D00589.obj,6372
Skyscraper,D00641.obj,3299
Skyscraper,D00664.obj,10076
Skyscraper,D00729.obj,51011
Skyscraper,D00822.obj,10054
Skyscraper,D00870.obj,65343
Skyscraper,D00872.obj,365
Skyscraper,D00998.obj,4708
Spoon,D00014.obj,748
Spoon,D00085.obj,575
Spoon,D00144.obj,243
Spoon,D00157.obj,386
Spoon,D00196.obj,1512
Spoon,D00338.obj,481
Spoon,D00422.obj,109
Spoon,D00474.obj,72
Spoon,D00497.obj,144
Spoon,D00517.obj,487
Spoon,D00562.obj,4958
Spoon,D00593.obj,144
Spoon,D00661.obj,1848
Spoon,D00669.obj,556
Spoon,D00674.obj,173
Spoon,D00683.obj,5039
Spoon,D00790.obj,284
Spoon,D00842.obj,291
Spoon,D00927.obj,910
Spoon,D00964.obj,211
Starship,m1353.obj,2124
Starship,m1354.obj,5724
Starship,m1355.obj,7730
Starship,m1356.obj,1946
Starship,m1357.obj,9664
Starship,m1358.obj,1196
Starship,m1359.obj,265
Starship,m1360.obj,2904
Starship,m1361.obj,1038
Starship,m1362.obj,13685
Starship,m1364.obj,9018
Starship,m1365.obj,718
Starship,m1366.obj,568
Starship,m1368.obj,31275
Starship,m1369.obj,1004
Starship,m1370.obj,1748
Starship,m1371.obj,1558
Starship,m1372.obj,3366
Starship,m1373.obj,6098
Starship,m1374.obj,8080
Starship,m1375.obj,1694
Starship,m1376.obj,467
Starship,m1378.obj,2059
Starship,m1379.obj,1018
Starship,m1380.obj,11926
Starship,m1381.obj,14225
Starship,m1382.obj,7006
Starship,m1383.obj,8722
Starship,m1384.obj,3820
Starship,m1385.obj,11132
Starship,m1386.obj,1707
SubmachineGun,D00052.obj,2258
SubmachineGun,D00060.obj,577
SubmachineGun,D00062.obj,2291
SubmachineGun,D00064.obj,6530
SubmachineGun,D00068.obj,19423
SubmachineGun,D00119.obj,11791
SubmachineGun,D00219.obj,1520
SubmachineGun,D00256.obj,760
SubmachineGun,D00371.obj,18170
SubmachineGun,D00384.obj,1806
SubmachineGun,D00431.obj,1783
SubmachineGun,D00459.obj,24710
SubmachineGun,D00489.obj,1434
SubmachineGun,D00537.obj,3629
SubmachineGun,D00613.obj,1424
SubmachineGun,D00733.obj,4970
SubmachineGun,D00878.obj,2027
SubmachineGun,D00893.obj,170
SubmachineGun,D00960.obj,182
SubmachineGun,D00970.obj,451
Sword,D00066.obj,18993
Sword,D00071.obj,10920
Sword,D00133.obj,13257
Sword,D00149.obj,190
Sword,D00162.obj,1150
Sword,D00177.obj,5076
Sword,D00195.obj,1429
Sword,D00249.obj,15478
Sword,D00356.obj,5012
Sword,D00484.obj,6873
Sword,D00513.obj,4136
Sword,D00540.obj,8181
Sword,D00635.obj,725
Sword,D00712.obj,327
Sword,D00807.obj,176
Sword,D00808.obj,1787
Sword,D00812.obj,3694
Sword,D00906.obj,14621
Sword,D00916.obj,2993
Sword,D00992.obj,5872
Sword,m687.obj,800
Sword,m688.obj,1977
Sword,m689.obj,178
Sword,m690.obj,180
Sword,m691.obj,8583
Sword,m692.obj,3694
Sword,m693.obj,196
Sword,m694.obj,2903
Sword,m695.obj,9880
Sword,m696.obj,5548
Sword,m697.obj,526
Sword,m698.obj,3949
Sword,m699.obj,557
Sword,m700.obj,800
Sword,m701.obj,960
Sword,m702.obj,1005
Sword,m703.obj,588
Sword,m704.obj,408
Sword,m705.obj,7910
Sword,m707.obj,4325
Sword,m709.obj,6598
Sword,m710.obj,10936
Sword,m711.obj,9457
Sword,m712.obj,4890
Sword,m713.obj,1023
Sword,m714.obj,526
Sword,m715.obj,5548
Sword,m716.obj,4757
Sword,m717.obj,18888
Sword,m718.obj,361
Sword,m719.obj,624
Sword,m720.obj,318
Sword,m721.obj,275
Tool,D01003.obj,3963
Tool,D01012.obj,4463
Tool,D01040.obj,4794
Tool,D01044.obj,5201
Tool,D01069.obj,6198
Tool,D01084.obj,4491
Tool,D01086.obj,3804
Tool,D01111.obj,4284
Tool,D01113.obj,4407
Tool,D01127.obj,6104
Tool,D01131.obj,4487
Tool,D01140.obj,3906
Tool,D01142.obj,5110
Tool,D01148.obj,4478
Tool,D01152.obj,3942
Tool,D01154.obj,5202
Tool,D01156.obj,5508
Tool,D01159.obj,4478
Tool,D01165.obj,4457
Tool,D01176.obj,4298
Tool,m1099.obj,302
Tool,m1100.obj,232
Tool,m1101.obj,135
Tool,m1102.obj,24
Tool,m1103.obj,199
Tool,m1104.obj,362
Tool,m1105.obj,1550
Tool,m1106.obj,1902
Tool,m1107.obj,1116
Tool,m1108.obj,2186
Tool,m1109.obj,1490
Tool,m1110.obj,850
Tool,m1111.obj,523
Tool,m1112.obj,316
Tool,m1113.obj,2042
Tool,m1114.obj,1344
Tool,m1115.obj,1327
Tool,m1116.obj,1155
Tool,m1117.obj,1720
Tool,m587.obj,4129
Tool,m588.obj,3353
Tool,m589.obj,2354
Tool,m590.obj,4461
Tool,m591.obj,3185
Train,D01008.obj,4469
Train,D01014.obj,4274
Train,D01016.obj,7754
Train,D01027.obj,4906
Train,D01031.obj,1257
Train,D01035.obj,3142
Train,D01047.obj,5450
Train,D01055.obj,10979
Train,D01059.obj,7243
Train,D01061.obj,6494
Train,D01064.obj,5037
Train,D01089.obj,4390
Train,D01094.obj,454
Train,D01095.obj,6385
Train,D01134.obj,8721
Train,D01137.obj,6422
Train,D01147.obj,2424
Train,D01149.obj,8616
Train,D01163.obj,4522
Train,D01180.obj,13612
Train,m1578.obj,333
Train,m1580.obj,1400
Train,m1581.obj,11299
Train,m1582.obj,8239
Train,m1583.obj,309
Train,m1584.obj,174
Train,m1585.obj,5303
Train,m1586.obj,5520
Train,m1587.obj,4658
Train,m1588.obj,4400
Tree,D00096.obj,54223
Tree,D00200.obj,19368
Tree,D00221.obj,49630
Tree,D00223.obj,58864
Tree,D00367.obj,2903
Tree,D00385.obj,12534
Tree,D00393.obj,49528
Tree,D00439.obj,36902
Tree,D00456.obj,1936
Tree,D00479.obj,28407
Tree,D00533.obj,31972
Tree,D00573.obj,23696
Tree,D00612.obj,11385
Tree,D00727.obj,56409
Tree,D00765.obj,41501
Tree,D00777.obj,21856
Tree,D00810.obj,29528
Tree,D00834.obj,52078
Tree,D00911.obj,58369
Tree,D00996.obj,29340
Tree,m1050.obj,5410
Tree,m1062.obj,334
Tree,m1063.obj,470
Tree,m1064.obj,2681
Tree,m1065.obj,3007
Tree,m1066.obj,1904
Tree,m1067.obj,1058
Tree,m1068.obj,1366
Tree,m1069.obj,18418
Tree,m1070.obj,1194
Tree,m1071.obj,1086
Tree,m1072.obj,1356
Tree,m1075.obj,574
Tree,m1077.obj,832
Tree,m1078.obj,724
Tree,m1079.obj,155
Tree,m1082.obj,82
Tree,m1086.obj,6247
Tree,m1089.obj,170
Tree,m1090.obj,5482
Tree,m1091.obj,2457
Tree,m1092.obj,337
Tree,m1093.obj,1197
Tree,m1095.obj,1303
Tree,m1096.obj,835
Tree,m1097.obj,35
Tree,m1098.obj,3441
Truck,D00002.obj,482
Truck,D00003.obj,6683
Truck,D00010.obj,6939
Truck,D00029.obj,5209
Truck,D00047.obj,3644
Truck,D00056.obj,4148
Truck,D00112.obj,7853
Truck,D00158.obj,8315
Truck,D00241.obj,1162
Truck,D00287.obj,5290
Truck,D00303.obj,8955
Truck,D00331.obj,4990
Truck,D00406.obj,1419
Truck,D00424.obj,3725
Truck,D00518.obj,5427
Truck,D00804.obj,6576
Truck,D00835.obj,11749
Truck,D00926.obj,5602
Truck,D00947.obj,2530
Truck,D00987.obj,13228
Truck,m1570.obj,1445
Truck,m1571.obj,12792
Truck,m1572.obj,9614
Truck,m1573.obj,1461
Truck,m1574.obj,3780
Truck,m1575.obj,47209
Truck,m1576.obj,3519
TruckNonContainer,D00055.obj,7636
TruckNonContainer,D00143.obj,3622
TruckNonContainer,D00148.obj,2448
TruckNonContainer,D00215.obj,4409
TruckNonContainer,D00252.obj,2288
TruckNonContainer,D00266.obj,6898
TruckNonContainer,D00267.obj,6035
TruckNonContainer,D00275.obj,5510
TruckNonContainer,D00283.obj,6979
TruckNonContainer,D00353.obj,11914
TruckNonContainer,D00553.obj,7248
TruckNonContainer,D00572.obj,4657
TruckNonContainer,D00608.obj,7112
TruckNonContainer,D00619.obj,5231
TruckNonContainer,D00699.obj,5071
TruckNonContainer,D00731.obj,4918
TruckNonContainer,D00737.obj,2578
TruckNonContainer,D00783.obj,5246
TruckNonContainer,D00879.obj,4278
TruckNonContainer,D00943.obj,8852
Vase,m527.obj,176
Vase,m528.obj,3128
Vase,m529.obj,1750
Vase,m531.obj,1296
Vase,m532.obj,240
Vase,m533.obj,32
Vase,m534.obj,241
Vase,m535.obj,176
Vase,m536.obj,4578
Vase,m537.obj,504
Vase,m538.obj,301
Vase,m539.obj,2526
Vase,m540.obj,304
Vase,m541.obj,312
Vase,m542.obj,296
Vase,m543.obj,624
Vase,m544.obj,1002
Vase,m545.obj,402
Vase,m546.obj,1002
Vase,m547.obj,529
Violin,D00108.obj,1529
Violin,D00216.obj,3864
Violin,D00250.obj,4066
Violin,D00324.obj,2454
Violin,D00340.obj,4315
Violin,D00349.obj,1299
Violin,D00358.obj,7592
Violin,D00376.obj,1069
Violin,D00506.obj,2841
Violin,D00570.obj,2297
Violin,D00598.obj,6831
Violin,D00602.obj,3627
Violin,D00620.obj,771
Violin,D00675.obj,4149
Violin,D00701.obj,2198
Violin,D00704.obj,799
Violin,D00743.obj,466
Violin,D00891.obj,1959
Violin,D00898.obj,7672
Violin,D00993.obj,7350
Wheel,m733.obj,648
Wheel,m734.obj,1396
Wheel,m735.obj,720
Wheel,m736.obj,504
Wheel,m737.obj,3783
Wheel,m738.obj,413
Wheel,m739.obj,794
Wheel,m740.obj,4352
Wheel,m741.obj,722
Wheel,m742.obj,256
Wheel,m743.obj,512
Wheel,m744.obj,3721
Wheel,m745.obj,830
Wheel,m746.obj,80
Wheel,m747.obj,128
Wheel,m748.obj,1247
Wheel,m749.obj,160
WheelChair,D00004.obj,27581
WheelChair,D00070.obj,8476
WheelChair,D00088.obj,26911
WheelChair,D00183.obj,3475
WheelChair,D00203.obj,867
WheelChair,D00274.obj,2012
WheelChair,D00290.obj,5009
WheelChair,D00365.obj,7244
WheelChair,D00394.obj,36064
WheelChair,D00449.obj,27053
WheelChair,D00453.obj,709
WheelChair,D00499.obj,2362
WheelChair,D00526.obj,679
WheelChair,D00604.obj,986
WheelChair,D00628.obj,29552
WheelChair,D00687.obj,8188
WheelChair,D00720.obj,43966
WheelChair,D00782.obj,1144
WheelChair,D00821.obj,8188
WheelChair,D00846.obj,8834
