Class,Object,Vertex Count,Triangles,Quads,Pentagons,Hexagons,7+ sided polygons,Total Faces,Face Types
Gun,m655.obj,364,704,0,0,0,0,704,Triangle
Gun,m656.obj,15763,31098,0,0,0,0,31098,Triangle
Gun,m657.obj,18283,36520,0,0,0,0,36520,Triangle
Gun,m658.obj,293,560,0,0,0,0,560,Triangle
Gun,m659.obj,1181,2291,0,0,0,0,2291,Triangle
Gun,m660.obj,1085,3260,0,0,0,0,3260,Triangle
Gun,m661.obj,370,668,0,0,0,0,668,Triangle
Gun,m662.obj,460,828,0,0,0,0,828,Triangle
Gun,m663.obj,502,922,0,0,0,0,922,Triangle
Gun,m664.obj,4651,9270,0,0,0,0,9270,Triangle
Gun,m665.obj,1847,3500,0,0,0,0,3500,Triangle
Gun,m666.obj,13440,26860,0,0,0,0,26860,Triangle
Gun,m667.obj,767,1500,0,0,0,0,1500,Triangle
Gun,m668.obj,1414,2538,0,0,0,0,2538,Triangle
Gun,m669.obj,1070,1832,0,0,0,0,1832,Triangle
Gun,m670.obj,3285,6538,0,0,0,0,6538,Triangle
Gun,m671.obj,1190,2302,0,0,0,0,2302,Triangle
Gun,m672.obj,140,252,0,0,0,0,252,Triangle
Gun,m674.obj,7722,15199,0,0,0,0,15199,Triangle
Gun,m675.obj,438,640,0,0,0,0,640,Triangle
Gun,m676.obj,485,910,0,0,0,0,910,Triangle
Gun,m677.obj,3330,6623,0,0,0,0,6623,Triangle
Gun,m678.obj,1305,2216,0,0,0,0,2216,Triangle
Gun,m679.obj,2003,3774,0,0,0,0,3774,Triangle
Gun,m680.obj,2823,5500,0,0,0,0,5500,Triangle
Gun,m681.obj,630,1160,0,0,0,0,1160,Triangle
Gun,m682.obj,550,926,0,0,0,0,926,Triangle
Gun,m683.obj,502,932,0,0,0,0,932,Triangle
Gun,m684.obj,27919,55732,0,0,0,0,55732,Triangle
Gun,m685.obj,280,550,0,0,0,0,550,Triangle
Gun,m686.obj,879,1721,0,0,0,0,1721,Triangle
Hand,D01006.obj,7929,15855,0,0,0,0,15855,Triangle
Hand,D01020.obj,8524,17044,0,0,0,0,17044,Triangle
Hand,D01022.obj,799,1710,0,0,0,0,1710,Triangle
Hand,D01024.obj,114,204,0,0,0,0,204,Triangle
Hand,D01041.obj,1546,2878,0,0,0,0,2878,Triangle
Hand,D01060.obj,1521,2828,0,0,0,0,2828,Triangle
Hand,D01074.obj,421,837,0,0,0,0,837,Triangle
Hand,D01093.obj,8471,16938,0,0,0,0,16938,Triangle
Hand,D01097.obj,6191,12378,0,0,0,0,12378,Triangle
Hand,D01106.obj,2248,4466,0,0,0,0,4466,Triangle
Hand,D01117.obj,6038,12072,0,0,0,0,12072,Triangle
Hand,D01118.obj,1557,3110,0,0,0,0,3110,Triangle
Hand,D01153.obj,25001,49998,0,0,0,0,49998,Triangle
Hand,D01162.obj,1198,2392,0,0,0,0,2392,Triangle
Hand,D01170.obj,1547,3090,0,0,0,0,3090,Triangle
Hand,D01172.obj,43386,86361,0,0,0,0,86361,Triangle
Hand,D01193.obj,386,768,0,0,0,0,768,Triangle
Hand,D01197.obj,7112,14220,0,0,0,0,14220,Triangle
Hand,D01198.obj,1925,3846,0,0,0,0,3846,Triangle
Hand,D01200.obj,7314,14624,0,0,0,0,14624,Triangle
Hand,m323.obj,43386,86361,0,0,0,0,86361,Triangle
Hand,m324.obj,25001,49998,0,0,0,0,49998,Triangle
Hand,m325.obj,1546,2878,0,0,0,0,2878,Triangle
Hand,m326.obj,1521,2828,0,0,0,0,2828,Triangle
Hand,m327.obj,386,768,0,0,0,0,768,Triangle
Hand,m328.obj,6038,12072,0,0,0,0,12072,Triangle
Hand,m329.obj,6191,12378,0,0,0,0,12378,Triangle
Hand,m330.obj,799,1710,0,0,0,0,1710,Triangle
Hand,m331.obj,421,837,0,0,0,0,837,Triangle
Hand,m332.obj,1198,2392,0,0,0,0,2392,Triangle
Hand,m333.obj,1023,2042,0,0,0,0,2042,Triangle
Hand,m334.obj,114,204,0,0,0,0,204,Triangle
Hand,m335.obj,7929,15855,0,0,0,0,15855,Triangle
Hand,m336.obj,1557,3110,0,0,0,0,3110,Triangle
Hand,m337.obj,1925,3846,0,0,0,0,3846,Triangle
Hand,m338.obj,1547,3090,0,0,0,0,3090,Triangle
Hand,m339.obj,2248,4466,0,0,0,0,4466,Triangle
Hat,m1627.obj,1009,1998,0,0,0,0,1998,Triangle
Hat,m1628.obj,958,1500,0,0,0,0,1500,Triangle
Hat,m1629.obj,2388,4284,0,0,0,0,4284,Triangle
Hat,m1630.obj,562,1120,0,0,0,0,1120,Triangle
Hat,m1631.obj,2064,3414,0,0,0,0,3414,Triangle
Hat,m1632.obj,1264,2574,0,0,0,0,2574,Triangle
Hat,m1633.obj,1400,2653,0,0,0,0,2653,Triangle
Hat,m1634.obj,5814,11562,0,0,0,0,11562,Triangle
Hat,m1635.obj,5092,10190,0,0,0,0,10190,Triangle
Hat,m1636.obj,426,848,0,0,0,0,848,Triangle
Hat,m1637.obj,1002,2000,0,0,0,0,2000,Triangle
Hat,m1638.obj,8815,17640,0,0,0,0,17640,Triangle
Hat,m1639.obj,2029,4000,0,0,0,0,4000,Triangle
Hat,m1640.obj,1002,2000,0,0,0,0,2000,Triangle
Hat,m1641.obj,1256,2500,0,0,0,0,2500,Triangle
Helicopter,D00038.obj,13309,25129,0,0,0,0,25129,Triangle
Helicopter,D00191.obj,4498,8476,0,0,0,0,8476,Triangle
Helicopter,D00361.obj,27062,51403,0,0,0,0,51403,Triangle
Helicopter,D00397.obj,5567,7990,0,0,0,0,7990,Triangle
Helicopter,D00423.obj,1362,2668,0,0,0,0,2668,Triangle
Helicopter,D00470.obj,496,923,0,0,0,0,923,Triangle
Helicopter,D00471.obj,10985,20598,0,0,0,0,20598,Triangle
Helicopter,D00473.obj,5823,8027,0,0,0,0,8027,Triangle
Helicopter,D00498.obj,2133,3406,0,0,0,0,3406,Triangle
Helicopter,D00500.obj,9980,16677,0,0,0,0,16677,Triangle
Helicopter,D00502.obj,3716,5138,0,0,0,0,5138,Triangle
Helicopter,D00644.obj,35044,70103,0,0,0,0,70103,Triangle
Helicopter,D00658.obj,2770,4664,0,0,0,0,4664,Triangle
Helicopter,D00751.obj,17617,34164,0,0,0,0,34164,Triangle
Helicopter,D00796.obj,222,368,0,0,0,0,368,Triangle
Helicopter,D00820.obj,2929,4000,0,0,0,0,4000,Triangle
Helicopter,D00868.obj,748,1325,0,0,0,0,1325,Triangle
Helicopter,D00977.obj,5681,8498,0,0,0,0,8498,Triangle
Helicopter,D00986.obj,1176,2060,0,0,0,0,2060,Triangle
Helicopter,D00991.obj,1988,3391,0,0,0,0,3391,Triangle
Helicopter,m1302.obj,1058,1882,0,0,0,0,1882,Triangle
Helicopter,m1304.obj,1066,2094,0,0,0,0,2094,Triangle
Helicopter,m1305.obj,7105,14168,0,0,0,0,14168,Triangle
Helicopter,m1306.obj,8547,17806,0,0,0,0,17806,Triangle
Helicopter,m1307.obj,18454,34708,0,0,0,0,34708,Triangle
Helicopter,m1308.obj,58392,116773,0,0,0,0,116773,Triangle
Helicopter,m1309.obj,2046,3460,0,0,0,0,3460,Triangle
Helicopter,m1310.obj,1362,2668,0,0,0,0,2668,Triangle
Helicopter,m1311.obj,1006,2008,0,0,0,0,2008,Triangle
Helicopter,m1312.obj,222,368,0,0,0,0,368,Triangle
Helicopter,m1313.obj,1610,2952,0,0,0,0,2952,Triangle
Helicopter,m1314.obj,1644,2996,0,0,0,0,2996,Triangle
Helicopter,m1315.obj,510,844,0,0,0,0,844,Triangle
Helicopter,m1316.obj,396,682,0,0,0,0,682,Triangle
Helicopter,m1317.obj,1176,2060,0,0,0,0,2060,Triangle
Helicopter,m1318.obj,1162,2056,0,0,0,0,2056,Triangle
Helicopter,m1319.obj,598,1004,0,0,0,0,1004,Triangle
Helicopter,m1320.obj,7818,14166,0,0,0,0,14166,Triangle
Helicopter,m1321.obj,2752,5138,0,0,0,0,5138,Triangle
Helicopter,m1322.obj,675,1270,0,0,0,0,1270,Triangle
Helicopter,m1323.obj,6136,10656,0,0,0,0,10656,Triangle
Helicopter,m1325.obj,1545,2438,0,0,0,0,2438,Triangle
Helicopter,m1326.obj,1545,2709,0,0,0,0,2709,Triangle
Helicopter,m1327.obj,7851,14167,0,0,0,0,14167,Triangle
Helicopter,m1328.obj,3218,6448,0,0,0,0,6448,Triangle
Helicopter,m1329.obj,665,1242,0,0,0,0,1242,Triangle
Helicopter,m1330.obj,294,578,0,0,0,0,578,Triangle
Helicopter,m1332.obj,496,923,0,0,0,0,923,Triangle
Helicopter,m1333.obj,439,900,0,0,0,0,900,Triangle
Helicopter,m1334.obj,267,524,0,0,0,0,524,Triangle
Helicopter,m1336.obj,1201,2319,0,0,0,0,2319,Triangle
House,D00001.obj,46622,90161,0,0,0,0,90161,Triangle
House,D00044.obj,10202,19412,0,0,0,0,19412,Triangle
House,D00091.obj,617,768,0,0,0,0,768,Triangle
House,D00095.obj,3375,3304,0,0,0,0,3304,Triangle
House,D00286.obj,28479,62973,0,0,0,0,62973,Triangle
House,D00325.obj,10373,16975,0,0,0,0,16975,Triangle
House,D00359.obj,35522,66144,0,0,0,0,66144,Triangle
House,D00389.obj,27493,50407,0,0,0,0,50407,Triangle
House,D00415.obj,25185,46904,0,0,0,0,46904,Triangle
House,D00454.obj,6044,10208,0,0,0,0,10208,Triangle
House,D00568.obj,2852,5384,0,0,0,0,5384,Triangle
House,D00574.obj,15615,68220,0,0,0,0,68220,Triangle
House,D00665.obj,1216,2109,0,0,0,0,2109,Triangle
House,D00873.obj,6380,13009,0,0,0,0,13009,Triangle
House,D00889.obj,2050,2048,0,0,0,0,2048,Triangle
House,D00901.obj,17257,40698,0,0,0,0,40698,Triangle
House,D00903.obj,28137,55333,0,0,0,0,55333,Triangle
House,D00941.obj,8511,15800,0,0,0,0,15800,Triangle
House,D00946.obj,7423,15272,0,0,0,0,15272,Triangle
House,D00965.obj,1752,2800,0,0,0,0,2800,Triangle
House,m423.obj,35,48,0,0,0,0,48,Triangle
House,m429.obj,14312,27982,0,0,0,0,27982,Triangle
House,m430.obj,1686,2832,0,0,0,0,2832,Triangle
House,m431.obj,966,1275,0,0,0,0,1275,Triangle
House,m432.obj,722,1207,0,0,0,0,1207,Triangle
House,m433.obj,2380,4236,0,0,0,0,4236,Triangle
House,m434.obj,22,26,0,0,0,0,26,Triangle
House,m435.obj,119,184,0,0,0,0,184,Triangle
House,m436.obj,220,240,0,0,0,0,240,Triangle
House,m439.obj,356,532,0,0,0,0,532,Triangle
House,m440.obj,411,906,0,0,0,0,906,Triangle
House,m441.obj,2086,2283,0,0,0,0,2283,Triangle
House,m443.obj,284,417,0,0,0,0,417,Triangle
House,m446.obj,20624,35236,0,0,0,0,35236,Triangle
House,m447.obj,1455,2370,0,0,0,0,2370,Triangle
House,m448.obj,762,1502,0,0,0,0,1502,Triangle
House,m449.obj,221,328,0,0,0,0,328,Triangle
House,m451.obj,905,1696,0,0,0,0,1696,Triangle
House,m452.obj,2557,5111,0,0,0,0,5111,Triangle
House,m453.obj,2385,5116,0,0,0,0,5116,Triangle
House,m454.obj,200,216,0,0,0,0,216,Triangle
House,m456.obj,607,703,0,0,0,0,703,Triangle
House,m457.obj,284,417,0,0,0,0,417,Triangle
House,m460.obj,4748,8520,0,0,0,0,8520,Triangle
House,m461.obj,816,1587,0,0,0,0,1587,Triangle
House,m462.obj,25,22,0,0,0,0,22,Triangle
HumanHead,D00013.obj,5244,30981,0,0,0,0,30981,Triangle
HumanHead,D00061.obj,5119,13146,0,0,0,0,13146,Triangle
HumanHead,D00072.obj,5284,31161,0,0,0,0,31161,Triangle
HumanHead,D00106.obj,5276,31296,0,0,0,0,31296,Triangle
HumanHead,D00131.obj,5161,30666,0,0,0,0,30666,Triangle
HumanHead,D00205.obj,1394,6816,0,0,0,0,6816,Triangle
HumanHead,D00313.obj,6146,36864,0,0,0,0,36864,Triangle
HumanHead,D00434.obj,4296,24864,0,0,0,0,24864,Triangle
HumanHead,D00487.obj,3224,19092,0,0,0,0,19092,Triangle
HumanHead,D00488.obj,6211,37047,0,0,0,0,37047,Triangle
HumanHead,D00566.obj,1919,11118,0,0,0,0,11118,Triangle
HumanHead,D00578.obj,7968,47469,0,0,0,0,47469,Triangle
HumanHead,D00591.obj,5167,30336,0,0,0,0,30336,Triangle
HumanHead,D00610.obj,4503,26382,0,0,0,0,26382,Triangle
HumanHead,D00629.obj,3490,19104,0,0,0,0,19104,Triangle
HumanHead,D00653.obj,2885,17058,0,0,0,0,17058,Triangle
HumanHead,D00690.obj,5253,28086,0,0,0,0,28086,Triangle
HumanHead,D00758.obj,959,5589,0,0,0,0,5589,Triangle
HumanHead,D00910.obj,3258,8028,0,0,0,0,8028,Triangle
HumanHead,D00984.obj,2319,13848,0,0,0,0,13848,Triangle
HumanHead,m340.obj,1426,2790,0,0,0,0,2790,Triangle
HumanHead,m341.obj,1884,3604,0,0,0,0,3604,Triangle
HumanHead,m342.obj,1543,2688,0,0,0,0,2688,Triangle
HumanHead,m343.obj,1984,3747,0,0,0,0,3747,Triangle
HumanHead,m344.obj,1996,3564,0,0,0,0,3564,Triangle
HumanHead,m345.obj,2687,4801,0,0,0,0,4801,Triangle
HumanHead,m346.obj,484,919,0,0,0,0,919,Triangle
HumanHead,m347.obj,906,2070,0,0,0,0,2070,Triangle
HumanHead,m348.obj,9166,18008,0,0,0,0,18008,Triangle
HumanHead,m349.obj,26749,51801,0,0,0,0,51801,Triangle
HumanHead,m350.obj,2034,3946,0,0,0,0,3946,Triangle
HumanHead,m351.obj,882,1646,0,0,0,0,1646,Triangle
HumanHead,m352.obj,664,1197,0,0,0,0,1197,Triangle
HumanHead,m353.obj,7896,15788,0,0,0,0,15788,Triangle
HumanHead,m354.obj,216,426,0,0,0,0,426,Triangle
HumanHead,m355.obj,17358,34712,0,0,0,0,34712,Triangle
HumanHead,m356.obj,692,1380,0,0,0,0,1380,Triangle
HumanHead,m357.obj,193,384,0,0,0,0,384,Triangle
HumanHead,m358.obj,1173,2260,0,0,0,0,2260,Triangle
HumanHead,m359.obj,314,615,0,0,0,0,615,Triangle
HumanHead,m360.obj,270,536,0,0,0,0,536,Triangle
HumanHead,m361.obj,295,557,0,0,0,0,557,Triangle
HumanHead,m362.obj,186,360,0,0,0,0,360,Triangle
HumanHead,m363.obj,1884,3604,0,0,0,0,3604,Triangle
HumanHead,m364.obj,263,465,0,0,0,0,465,Triangle
HumanHead,m365.obj,17666,35328,0,0,0,0,35328,Triangle
HumanHead,m366.obj,3009,5951,0,0,0,0,5951,Triangle
HumanHead,m367.obj,977,1852,0,0,0,0,1852,Triangle
HumanHead,m368.obj,2991,5728,0,0,0,0,5728,Triangle
HumanHead,m369.obj,9843,19492,0,0,0,0,19492,Triangle
HumanHead,m370.obj,5641,10543,0,0,0,0,10543,Triangle
Humanoid,m118.obj,472,888,0,0,0,0,888,Triangle
Humanoid,m119.obj,450,837,0,0,0,0,837,Triangle
Humanoid,m120.obj,467,870,0,0,0,0,870,Triangle
Humanoid,m121.obj,471,882,0,0,0,0,882,Triangle
Humanoid,m122.obj,443,830,0,0,0,0,830,Triangle
Humanoid,m123.obj,474,890,0,0,0,0,890,Triangle
Humanoid,m124.obj,473,862,0,0,0,0,862,Triangle
Humanoid,m125.obj,1250,2500,0,0,0,0,2500,Triangle
Humanoid,m126.obj,577,1018,0,0,0,0,1018,Triangle
Humanoid,m128.obj,458,853,0,0,0,0,853,Triangle
Humanoid,m129.obj,1871,8364,0,0,0,0,8364,Triangle
Humanoid,m130.obj,1025,1864,0,0,0,0,1864,Triangle
Humanoid,m131.obj,2012,3012,0,0,0,0,3012,Triangle
Humanoid,m132.obj,2537,4049,0,0,0,0,4049,Triangle
Humanoid,m133.obj,2344,4253,0,0,0,0,4253,Triangle
Humanoid,m134.obj,1962,3615,0,0,0,0,3615,Triangle
Humanoid,m135.obj,498,919,0,0,0,0,919,Triangle
Humanoid,m136.obj,469,869,0,0,0,0,869,Triangle
Humanoid,m137.obj,1636,3254,0,0,0,0,3254,Triangle
Humanoid,m138.obj,7401,14776,0,0,0,0,14776,Triangle
Humanoid,m139.obj,12180,24200,0,0,0,0,24200,Triangle
Humanoid,m140.obj,9061,18110,0,0,0,0,18110,Triangle
Humanoid,m141.obj,2012,3012,0,0,0,0,3012,Triangle
Humanoid,m143.obj,5647,10737,0,0,0,0,10737,Triangle
Humanoid,m144.obj,676,1302,0,0,0,0,1302,Triangle
Humanoid,m145.obj,12758,25506,0,0,0,0,25506,Triangle
Humanoid,m146.obj,2244,3460,0,0,0,0,3460,Triangle
Humanoid,m147.obj,4677,8559,0,0,0,0,8559,Triangle
Humanoid,m148.obj,3964,7707,0,0,0,0,7707,Triangle
Humanoid,m149.obj,17342,34666,0,0,0,0,34666,Triangle
Humanoid,m150.obj,2001,3012,0,0,0,0,3012,Triangle
Humanoid,m151.obj,2996,5954,0,0,0,0,5954,Triangle
Humanoid,m152.obj,10694,20512,0,0,0,0,20512,Triangle
Humanoid,m153.obj,10333,18860,0,0,0,0,18860,Triangle
Humanoid,m154.obj,445,730,0,0,0,0,730,Triangle
Humanoid,m155.obj,1290,2576,0,0,0,0,2576,Triangle
Humanoid,m156.obj,16776,33324,0,0,0,0,33324,Triangle
Humanoid,m157.obj,747,1430,0,0,0,0,1430,Triangle
Humanoid,m158.obj,521,935,0,0,0,0,935,Triangle
Humanoid,m159.obj,533,998,0,0,0,0,998,Triangle
Humanoid,m160.obj,894,1627,0,0,0,0,1627,Triangle
Humanoid,m161.obj,495,839,0,0,0,0,839,Triangle
Humanoid,m162.obj,3581,6988,0,0,0,0,6988,Triangle
Humanoid,m163.obj,120,208,0,0,0,0,208,Triangle
Humanoid,m164.obj,728,1396,0,0,0,0,1396,Triangle
Humanoid,m165.obj,506,1748,0,0,0,0,1748,Triangle
Humanoid,m166.obj,476,1698,0,0,0,0,1698,Triangle
Humanoid,m167.obj,435,856,0,0,0,0,856,Triangle
Humanoid,m168.obj,2640,5476,0,0,0,0,5476,Triangle
Humanoid,m169.obj,1059,2001,0,0,0,0,2001,Triangle
Humanoid,m170.obj,16052,32042,0,0,0,0,32042,Triangle
Humanoid,m171.obj,614,1094,0,0,0,0,1094,Triangle
Humanoid,m172.obj,745,1413,0,0,0,0,1413,Triangle
Humanoid,m173.obj,1003,1702,0,0,0,0,1702,Triangle
Humanoid,m174.obj,1196,2308,0,0,0,0,2308,Triangle
Humanoid,m175.obj,660,1070,0,0,0,0,1070,Triangle
Humanoid,m176.obj,708,1288,0,0,0,0,1288,Triangle
Humanoid,m177.obj,116,185,0,0,0,0,185,Triangle
Humanoid,m178.obj,14603,29202,0,0,0,0,29202,Triangle
Humanoid,m179.obj,10735,21422,0,0,0,0,21422,Triangle
Humanoid,m180.obj,15088,29520,0,0,0,0,29520,Triangle
Humanoid,m181.obj,8520,16916,0,0,0,0,16916,Triangle
Humanoid,m182.obj,11090,22190,0,0,0,0,22190,Triangle
Humanoid,m183.obj,3618,7124,0,0,0,0,7124,Triangle
Humanoid,m184.obj,441,826,0,0,0,0,826,Triangle
Humanoid,m185.obj,493,919,0,0,0,0,919,Triangle
Humanoid,m186.obj,375,564,0,0,0,0,564,Triangle
Humanoid,m187.obj,1618,3128,0,0,0,0,3128,Triangle
Humanoid,m188.obj,1863,3352,0,0,0,0,3352,Triangle
Humanoid,m189.obj,309,526,0,0,0,0,526,Triangle
Humanoid,m190.obj,1022,1773,0,0,0,0,1773,Triangle
Humanoid,m191.obj,124,264,0,0,0,0,264,Triangle
Humanoid,m192.obj,450,837,0,0,0,0,837,Triangle
Humanoid,m193.obj,8622,17298,0,0,0,0,17298,Triangle
Humanoid,m194.obj,2244,3460,0,0,0,0,3460,Triangle
Humanoid,m195.obj,22608,44050,0,0,0,0,44050,Triangle
Humanoid,m196.obj,4049,7763,0,0,0,0,7763,Triangle
Humanoid,m197.obj,2010,3012,0,0,0,0,3012,Triangle
Humanoid,m198.obj,4657,19582,0,0,0,0,19582,Triangle
Humanoid,m199.obj,6540,12936,0,0,0,0,12936,Triangle
Humanoid,m202.obj,148,228,0,0,0,0,228,Triangle
Humanoid,m203.obj,477,922,0,0,0,0,922,Triangle
Humanoid,m204.obj,1224,2338,0,0,0,0,2338,Triangle
Humanoid,m205.obj,662,1236,0,0,0,0,1236,Triangle
Humanoid,m206.obj,3109,6056,0,0,0,0,6056,Triangle
Humanoid,m207.obj,3238,5910,0,0,0,0,5910,Triangle
Humanoid,m208.obj,349,694,0,0,0,0,694,Triangle
Humanoid,m210.obj,210,404,0,0,0,0,404,Triangle
Humanoid,m211.obj,2640,5476,0,0,0,0,5476,Triangle
Humanoid,m212.obj,1290,2576,0,0,0,0,2576,Triangle
Humanoid,m213.obj,409,760,0,0,0,0,760,Triangle
Humanoid,m214.obj,1739,3420,0,0,0,0,3420,Triangle
Humanoid,m215.obj,689,1320,0,0,0,0,1320,Triangle
Humanoid,m216.obj,9272,17495,0,0,0,0,17495,Triangle
Humanoid,m217.obj,955,1835,0,0,0,0,1835,Triangle
Humanoid,m218.obj,947,1862,0,0,0,0,1862,Triangle
Humanoid,m219.obj,178,608,0,0,0,0,608,Triangle
Humanoid,m220.obj,12911,25449,0,0,0,0,25449,Triangle
Humanoid,m221.obj,10576,21105,0,0,0,0,21105,Triangle
Humanoid,m222.obj,17639,34584,0,0,0,0,34584,Triangle
Humanoid,m223.obj,10473,20895,0,0,0,0,20895,Triangle
Humanoid,m224.obj,9660,19219,0,0,0,0,19219,Triangle
Humanoid,m226.obj,6368,12712,0,0,0,0,12712,Triangle
Humanoid,m227.obj,7015,15968,0,0,0,0,15968,Triangle
Humanoid,m228.obj,15201,33262,0,0,0,0,33262,Triangle
Humanoid,m229.obj,18153,35711,0,0,0,0,35711,Triangle
Humanoid,m230.obj,14796,28681,0,0,0,0,28681,Triangle
Humanoid,m231.obj,13022,24954,0,0,0,0,24954,Triangle
Humanoid,m232.obj,429,854,0,0,0,0,854,Triangle
Humanoid,m233.obj,747,1430,0,0,0,0,1430,Triangle
Humanoid,m234.obj,529,992,0,0,0,0,992,Triangle
Humanoid,m235.obj,408,812,0,0,0,0,812,Triangle
Humanoid,m236.obj,2841,5445,0,0,0,0,5445,Triangle
Humanoid,m237.obj,480,956,0,0,0,0,956,Triangle
Humanoid,m238.obj,559,880,0,0,0,0,880,Triangle
Humanoid,m239.obj,551,831,0,0,0,0,831,Triangle
Humanoid,m240.obj,716,1352,0,0,0,0,1352,Triangle
Humanoid,m241.obj,589,874,0,0,0,0,874,Triangle
Humanoid,m242.obj,598,880,0,0,0,0,880,Triangle
Humanoid,m243.obj,568,857,0,0,0,0,857,Triangle
Humanoid,m244.obj,540,840,0,0,0,0,840,Triangle
Humanoid,m245.obj,574,862,0,0,0,0,862,Triangle
Humanoid,m246.obj,583,886,0,0,0,0,886,Triangle
Humanoid,m248.obj,518,897,0,0,0,0,897,Triangle
Humanoid,m249.obj,7970,15874,0,0,0,0,15874,Triangle
Humanoid,m250.obj,10589,20349,0,0,0,0,20349,Triangle
Humanoid,m251.obj,8077,16126,0,0,0,0,16126,Triangle
Humanoid,m252.obj,9698,19304,0,0,0,0,19304,Triangle
Humanoid,m253.obj,11806,23197,0,0,0,0,23197,Triangle
Humanoid,m254.obj,16082,31221,0,0,0,0,31221,Triangle
Humanoid,m255.obj,16870,35325,0,0,0,0,35325,Triangle
Humanoid,m256.obj,7303,14424,0,0,0,0,14424,Triangle
Humanoid,m257.obj,372,721,0,0,0,0,721,Triangle
Humanoid,m258.obj,12410,24119,0,0,0,0,24119,Triangle
Humanoid,m259.obj,402,728,0,0,0,0,728,Triangle
Humanoid,m260.obj,1068,2092,0,0,0,0,2092,Triangle
Humanoid,m261.obj,481,895,0,0,0,0,895,Triangle
Humanoid,m262.obj,470,880,0,0,0,0,880,Triangle
Humanoid,m263.obj,478,899,0,0,0,0,899,Triangle
Humanoid,m264.obj,8798,17547,0,0,0,0,17547,Triangle
Humanoid,m265.obj,16267,32530,0,0,0,0,32530,Triangle
Humanoid,m266.obj,1092,2132,0,0,0,0,2132,Triangle
Insect,D00081.obj,313,578,0,0,0,0,578,Triangle
Insect,D00082.obj,7162,12876,0,0,0,0,12876,Triangle
Insect,D00102.obj,2572,5046,0,0,0,0,5046,Triangle
Insect,D00109.obj,3288,5280,0,0,0,0,5280,Triangle
Insect,D00117.obj,5090,9732,0,0,0,0,9732,Triangle
Insect,D00136.obj,1384,2556,0,0,0,0,2556,Triangle
Insect,D00160.obj,253,458,0,0,0,0,458,Triangle
Insect,D00180.obj,2572,5046,0,0,0,0,5046,Triangle
Insect,D00231.obj,312,570,0,0,0,0,570,Triangle
Insect,D00291.obj,296,528,0,0,0,0,528,Triangle
Insect,D00294.obj,2056,3110,0,0,0,0,3110,Triangle
Insect,D00309.obj,1551,2818,0,0,0,0,2818,Triangle
Insect,D00315.obj,314,572,0,0,0,0,572,Triangle
Insect,D00333.obj,6007,11290,0,0,0,0,11290,Triangle
Insect,D00399.obj,2763,5295,0,0,0,0,5295,Triangle
Insect,D00430.obj,23399,46540,0,0,0,0,46540,Triangle
Insect,D00510.obj,329,550,0,0,0,0,550,Triangle
Insect,D00590.obj,1430,2580,0,0,0,0,2580,Triangle
Insect,D00615.obj,2546,5088,0,0,0,0,5088,Triangle
Insect,D00662.obj,24324,41626,0,0,0,0,41626,Triangle
Insect,D00668.obj,15305,30554,0,0,0,0,30554,Triangle
Insect,D00672.obj,3334,5490,0,0,0,0,5490,Triangle
Insect,D00695.obj,790,1500,0,0,0,0,1500,Triangle
Insect,D00713.obj,1728,6808,0,0,0,0,6808,Triangle
Insect,D00732.obj,12603,23932,0,0,0,0,23932,Triangle
Insect,D00734.obj,1588,2976,0,0,0,0,2976,Triangle
Insect,D00746.obj,4250,8324,0,0,0,0,8324,Triangle
Insect,D00752.obj,12528,25000,0,0,0,0,25000,Triangle
Insect,D00753.obj,10092,19952,0,0,0,0,19952,Triangle
Insect,D00774.obj,1548,2980,0,0,0,0,2980,Triangle
Insect,D00786.obj,2859,5358,0,0,0,0,5358,Triangle
Insect,D00787.obj,562,972,0,0,0,0,972,Triangle
Insect,D00788.obj,6175,9662,0,0,0,0,9662,Triangle
Insect,D00806.obj,309,578,0,0,0,0,578,Triangle
Insect,D00814.obj,1362,2628,0,0,0,0,2628,Triangle
Insect,D00855.obj,299,554,0,0,0,0,554,Triangle
Insect,D00884.obj,24324,41626,0,0,0,0,41626,Triangle
Insect,D00895.obj,4173,15702,0,0,0,0,15702,Triangle
Insect,D00973.obj,7638,15145,0,0,0,0,15145,Triangle
Insect,D00989.obj,313,588,0,0,0,0,588,Triangle
Insect,m0.obj,298,492,0,0,0,0,492,Triangle
Insect,m1.obj,255,410,0,0,0,0,410,Triangle
Insect,m10.obj,1362,2628,0,0,0,0,2628,Triangle
Insect,m11.obj,368,724,0,0,0,0,724,Triangle
Insect,m12.obj,278,500,0,0,0,0,500,Triangle
Insect,m13.obj,491,1087,0,0,0,0,1087,Triangle
Insect,m14.obj,891,1678,0,0,0,0,1678,Triangle
Insect,m15.obj,368,724,0,0,0,0,724,Triangle
Insect,m16.obj,2666,5162,0,0,0,0,5162,Triangle
Insect,m17.obj,1548,2980,0,0,0,0,2980,Triangle
Insect,m18.obj,4250,8324,0,0,0,0,8324,Triangle
Insect,m19.obj,3339,5490,0,0,0,0,5490,Triangle
Insect,m2.obj,3495,6667,0,0,0,0,6667,Triangle
Insect,m20.obj,1624,3042,0,0,0,0,3042,Triangle
Insect,m21.obj,346,556,0,0,0,0,556,Triangle
Insect,m22.obj,333,620,0,0,0,0,620,Triangle
Insect,m23.obj,462,876,0,0,0,0,876,Triangle
